fund_id,fund_name,one_month,three_month,six_month,one_year,three_year,from_start
002964,国投瑞银顺鑫一年债券,0.03%,-0.01%,-0.92%,--,--,-1.53%
002968,新华高端制造混合
002963,易方达黄金ETF联接C,1.49%,2.29%,4.13%,--,--,-2.78%
002965,中海合嘉增强收益债券A,0.14%,-1.14%,-3.07%,--,--,-4.42%
002966,中海合嘉增强收益债券C,0.09%,-1.23%,-3.22%,--,--,-4.58%
002969,易方达丰和债券,2.05%,3.39%,4.58%,--,--,4.68%
002971,前海开源鼎安债券A,0.61%,0.20%,-0.30%,--,--,-0.40%
002972,前海开源鼎安债券C,0.51%,0.00%,-0.50%,--,--,-0.70%
002975,广发中证全指原材料联接C,-1.30%,-9.11%,-8.14%,--,--,-2.72%
002974,广发信息技术联接C,0.83%,-4.68%,-8.51%,--,--,-12.87%
002973,广发中证全指能源ETF联接,2.23%,-3.97%,-3.65%,--,--,6.90%
002977,广发中证全指可选消费联接C,3.23%,-1.68%,-2.65%,--,--,3.95%
002976,广发中证全指主要消费联接C,5.41%,0.62%,1.67%,--,--,5.52%
002970,博时裕昂纯债债券,0.20%,0.40%,0.92%,--,--,2.43%
002978,广发医药卫生联接C,2.93%,-0.16%,-2.33%,--,--,2.85%
002982,广发养老指数C,4.68%,3.63%,3.12%,--,--,7.90%
002980,华夏创新前沿股票,1.24%,-1.01%,-2.30%,--,--,-2.20%
002983,长信国防军工量化混合,-4.53%,-15.51%,--,--,--,-15.16%
002967,浙商大数据智选消费混合,1.23%,-2.57%,--,--,--,-1.40%
002979,广发中证全指金融地产联接C,8.00%,3.95%,1.50%,--,--,12.24%
002984,广发环保指数C,-0.63%,-4.01%,-5.32%,--,--,-1.44%
002985,中银季季红定开债,0.04%,-0.09%,-0.43%,--,--,-0.72%
002987,广发沪深300ETF联接C,6.50%,4.54%,2.77%,--,--,12.07%
002988,平安大华鼎信定开债,0.29%,0.51%,1.15%,--,--,1.74%
002986,泰康丰盈债券,0.61%,0.35%,0.65%,--,--,0.25%
002991,嘉实稳鑫纯债债券,0.15%,-0.33%,-1.92%,--,--,-2.29%
002989,融通通乾研究精选混合,9.49%,9.75%,10.11%,--,--,12.59%
002993,招商招元纯债C,0.26%,-0.56%,-2.18%,--,--,-3.82%
002992,招商招元纯债A,0.27%,-0.52%,-2.00%,--,--,-3.56%
002994,招商招裕纯债A,0.14%,-0.16%,1.31%,--,--,1.02%
002997,工银瑞享纯债债券,0.12%,-0.32%,-1.37%,--,--,-1.99%
002996,长信稳健纯债债券,-0.78%,-1.16%,--,--,--,-0.85%
002995,招商招裕纯债C,0.13%,-0.21%,0.05%,--,--,-0.30%
003000,招商丰德灵活配置混合A,1.79%,2.13%,--,--,--,2.13%
002999,博时弘裕18个月定开债C,-0.20%,-0.39%,-0.03%,--,--,-0.19%
003002,国金及第七天理财,0.26%,0.76%,1.39%,--,--,2.01%
003001,招商丰德灵活配置混合C,1.74%,1.50%,--,--,--,1.50%
003003,华夏现金增利货币A/E,0.29%,0.83%,1.29%,2.53%,10.51%,52.39%
002998,博时弘裕18个月定开债A,-0.16%,-0.28%,0.17%,--,--,0.12%
003004,招商睿祥定开混合,0.92%,-0.32%,-0.28%,--,--,-0.64%
003006,华夏鼎益债券I,0.45%,0.59%,--,--,--,0.24%
003005,华夏鼎益债券A,0.45%,0.57%,--,--,--,0.20%
003009,中融盈泽债券A,0.20%,--,--,--,--,0.64%
003012,中融盈润债券C,0.24%,--,--,--,--,0.65%
003013,中融恒泰纯债A,0.29%,0.89%,--,--,--,1.54%
003010,中融盈泽债券C,0.20%,--,--,--,--,0.78%
003011,中融盈润债券A,0.26%,--,--,--,--,0.65%
003014,中融恒泰纯债C,0.27%,0.83%,--,--,--,1.46%
003016,中金中证500A,-2.49%,-8.29%,-8.46%,--,--,-2.99%
003022,建信现金添益货币A,0.35%,1.02%,1.92%,--,--,2.65%
003021,中欧强裕债券,0.17%,-0.03%,-1.95%,--,--,-3.13%
003017,广发中证军工ETF联接,-4.92%,-16.44%,-14.46%,--,--,-15.72%
003023,博时景发纯债债券,0.22%,-0.19%,-1.81%,--,--,-2.42%
003015,中金沪深300A,3.41%,-1.24%,-1.05%,--,--,4.74%
003024,平安大华惠金定开债,-0.11%,-0.08%,0.08%,--,--,-0.38%
003025,新华红利回报混合,0.36%,--,--,--,--,0.66%
003026,安信新价值混合A,3.53%,4.35%,4.10%,--,--,5.87%
003027,安信新价值混合C,3.52%,4.29%,4.03%,--,--,5.69%
003028,安信新优选混合A,1.30%,2.40%,1.96%,--,--,3.39%
003030,安信新目标混合A,0.55%,0.42%,1.77%,--,--,2.58%
003031,安信新目标混合C,0.53%,0.36%,0.44%,--,--,1.14%
003033,南方荣冠定开混合,0.94%,0.62%,-0.61%,--,--,-2.90%
003034,平安大华交易型货币A,0.31%,0.85%,1.66%,--,--,2.14%
003029,安信新优选混合C,1.29%,2.15%,1.61%,--,--,2.83%
003036,广发安祥回报混合C,1.09%,1.50%,1.50%,--,--,1.70%
003035,广发安祥回报混合A,1.20%,1.81%,1.91%,--,--,1.30%
003037,广发集瑞债券A,0.39%,0.01%,0.04%,--,--,0.15%
003040,广发集富纯债C,0.89%,1.40%,--,--,--,1.60%
003041,鑫元得利债券,0.00%,0.10%,-0.40%,--,--,0.00%
003043,交银活期通货币E,0.34%,0.98%,1.82%,--,--,2.78%
003039,广发集富纯债A,0.30%,0.80%,--,--,--,1.00%
003038,广发集瑞债券C,0.35%,-0.09%,-0.18%,--,--,-0.10%
003042,交银活期通货币A,0.32%,0.92%,1.70%,--,--,2.58%
003046,招商信用定开债人民币,-1.83%,-1.74%,-0.29%,--,--,2.00%
003050,农银汇理金丰一年定开债,0.18%,0.02%,-0.61%,--,--,-0.80%
003045,东方红战略精选混合C,2.07%,1.78%,1.63%,--,--,1.78%
003049,民生加银鑫盈债C,0.12%,0.41%,0.95%,--,--,1.33%
003044,东方红战略精选混合A,2.10%,1.89%,1.85%,--,--,2.11%
003048,民生加银鑫盈债A,0.15%,0.51%,1.12%,--,--,1.68%
003047,招商信用定开债美元,-0.66%,-0.66%,0.67%,--,--,0.00%
003051,农银汇理金利一年定开债,0.10%,0.43%,1.01%,--,--,1.21%
003053,嘉实文体娱乐股票A,4.49%,1.28%,2.30%,--,--,2.50%
003054,嘉实文体娱乐股票C,4.50%,1.19%,2.00%,--,--,2.10%
003058,建信瑞盛添利混合C,0.36%,0.72%,1.62%,--,--,1.81%
003056,嘉实稳泽纯债债券,0.11%,0.43%,0.78%,--,--,0.53%
003055,博时招财二号保本,0.50%,0.50%,1.31%,0.90%,--,--
003057,建信瑞盛添利混合A,0.42%,0.83%,1.78%,--,--,2.18%
003059,长信先利半年定期开放混合,-0.65%,-1.76%,-2.88%,--,--,-3.47%
003060,中融睿丰定开债A
003061,中融睿丰定开债C
003063,银华通利混合C,0.34%,1.08%,0.73%,--,--,0.21%
003064,南方荣欢混合,-0.10%,-0.10%,-1.31%,--,--,-2.40%
003072,中融睿祥定期开放债券C
003062,银华通利混合A,0.37%,2.17%,1.91%,--,--,1.48%
003073,泰达宏利汇利债券A,0.31%,0.27%,0.20%,--,--,-0.32%
003071,中融睿祥定期开放债券A
003075,中融货币E,0.30%,0.94%,1.76%,--,--,2.52%
003074,泰达宏利汇利债券C,0.39%,0.66%,0.64%,--,--,0.12%
003078,泰康安惠纯债债券,0.20%,0.34%,--,--,--,1.06%
003079,中融3-5年中高等级信用债A,0.45%,0.93%,--,--,--,1.49%
003080,中融3-5年中高等级信用债,0.14%,0.57%,--,--,--,1.09%
003083,中融1-3年高等级信用债A,0.15%,0.44%,--,--,--,0.83%
003082,中融1-3年中高等级信用债,0.13%,0.36%,--,--,--,0.56%
003084,中融1-3年高等级信用债C,0.12%,0.36%,--,--,--,0.69%
003081,中融1-3年中高等级信用债,0.15%,0.43%,--,--,--,0.69%
003085,中融0-1年中高等级信用债A,0.15%,0.44%,--,--,--,0.70%
003086,中融0-1年中高等级信用债,0.14%,0.39%,--,--,--,0.59%
003087,上投摩根岁岁丰定开债券A,0.10%,0.00%,-1.52%,--,--,-3.00%
003088,上投摩根岁岁丰定开债券C,0.00%,-0.10%,-1.73%,--,--,-3.30%
003090,中融恒瑞纯债C,0.31%,--,--,--,--,0.65%
003089,中融恒瑞纯债A,0.32%,--,--,--,--,0.68%
003093,华商丰利增强定开债C,0.00%,-1.01%,-2.10%,--,--,-2.10%
003092,华商丰利增强定开债A,-0.10%,-1.01%,-2.00%,--,--,-1.90%
003091,中欧强利债券,-0.37%,-0.51%,-1.10%,--,--,-1.56%
003094,大摩多元兴利18个月定开债,-0.11%,-0.01%,0.73%,--,--,0.91%
003095,中欧医疗健康混合A,9.47%,11.28%,11.05%,--,--,7.50%
003097,德邦德焕9个月定开债A,-0.03%,-0.07%,-1.14%,--,--,-2.37%
003096,中欧医疗健康混合C,9.40%,11.10%,10.64%,--,--,7.10%
003099,长盛盛景纯债A,0.12%,-0.64%,-2.39%,--,--,-3.21%
003098,德邦德焕9个月定开债C,-0.07%,-0.18%,-1.35%,--,--,-2.66%
003100,长盛盛景纯债C,0.11%,-0.68%,-2.48%,--,--,-3.32%
003101,诺德天禧债券,0.24%,-0.05%,-1.01%,--,--,-1.46%
003102,长盛盛裕纯债A,0.20%,-0.57%,-2.28%,--,--,-3.05%
003103,长盛盛裕纯债C,0.18%,-0.62%,-2.37%,--,--,-2.93%
003109,光大安和债券A,0.98%,1.37%,--,--,--,2.64%
003104,泰达宏利定宏混合,0.30%,0.60%,1.10%,--,--,0.90%
003107,光大保德信安祺债券A,0.29%,-0.61%,--,--,--,-0.05%
003105,光大永鑫混合A,0.90%,1.10%,1.41%,--,--,0.90%
003106,光大永鑫混合C,0.90%,1.00%,1.31%,--,--,0.80%
003110,光大安和债券C,0.97%,1.31%,--,--,--,2.50%
003108,光大保德信安祺债券C,0.27%,-0.69%,--,--,--,-0.17%
003117,光大吉鑫混合A,1.30%,2.74%,2.32%,--,--,1.30%
003116,光大保德信诚鑫混合C,0.30%,-0.16%,--,--,--,0.68%
003118,光大吉鑫混合C,1.31%,1.72%,1.31%,--,--,0.30%
003120,博时鑫源混合C,2.53%,1.89%,-2.80%,--,--,-2.80%
003121,信诚稳利A,0.30%,-0.20%,-1.25%,--,--,-2.53%
003119,博时鑫源混合A,2.53%,1.89%,-0.92%,--,--,-2.80%
003115,光大保德信诚鑫混合A,0.32%,0.12%,--,--,--,1.08%
003122,鹏华兴盛定开混合,0.19%,0.25%,-0.24%,--,--,-0.57%
003123,天治鑫利半年定开债A,0.28%,0.87%,1.65%,--,--,1.66%
003125,中科沃土沃鑫成长混合,0.88%,-0.95%,0.58%,--,--,0.78%
003128,景顺长城景盈汇利债券A,--,--,--,--,--,0.16%
003126,长信纯债半年债券A,-0.21%,-0.13%,--,--,--,0.10%
003127,长信纯债半年债券C,-0.24%,-0.21%,--,--,--,-0.04%
003124,天治鑫利半年定开债C,0.24%,0.77%,1.45%,--,--,1.45%
003129,景顺长城景盈汇利债券C,--,--,--,--,--,0.16%
003130,信诚稳利C,0.30%,-0.23%,-1.29%,--,--,-2.59%
003134,易方达裕鑫债券C,1.69%,1.96%,0.78%,--,--,0.02%
003131,国寿安保强国智造混合,-0.33%,-5.29%,-2.73%,--,--,-2.25%
003132,德邦新回报灵活配置混合,5.48%,8.91%,--,--,--,11.91%
003135,金元顺安沣楹债券,0.32%,2.40%,1.62%,--,--,0.21%
003140,鹏华弘腾混合A,1.28%,9.84%,10.15%,--,--,10.24%
003133,易方达裕鑫债券A,1.70%,2.00%,0.88%,--,--,0.17%
003141,鹏华弘腾混合C,1.28%,1.24%,1.47%,--,--,1.52%
003142,鹏华弘达混合A,2.06%,111.67%,112.07%,--,--,111.52%
003144,华宝新机遇混合(LOF)C,1.24%,2.02%,2.81%,--,--,4.16%
003146,融通通优债券,0.12%,2.11%,2.98%,--,--,3.27%
003147,大成动态量化混合,0.73%,-4.62%,-3.73%,--,--,-4.92%
003143,鹏华弘达混合C,1.75%,1.76%,1.03%,--,--,0.22%
003145,中融竞争优势,2.15%,-5.44%,-11.87%,--,--,-15.01%
003148,中欧瑾悠灵活配置混合A,-0.50%,-2.69%,-2.87%,--,--,-3.09%
003149,中欧瑾悠灵活配置混合C,-0.50%,-2.72%,-2.92%,--,--,-3.18%
003150,中欧睿诚定期开放混合A,0.49%,-0.05%,0.32%,--,--,0.37%
003151,中欧睿诚定期开放混合C,0.49%,-0.12%,0.22%,--,--,0.26%
003154,华宝新活力混合,7.63%,7.30%,7.77%,--,--,7.35%
003153,华富天鑫灵活配置混合C,-1.10%,-3.17%,--,--,--,-3.29%
003155,中加丰尚纯债债券,0.29%,0.21%,2.41%,--,--,1.97%
003152,华富天鑫灵活配置混合A,-1.03%,-2.95%,--,--,--,-2.90%
003156,招商招悦纯债A,0.11%,-0.07%,-0.39%,--,--,-0.69%
003157,招商招悦纯债C,0.09%,-0.11%,-0.48%,--,--,-0.82%
003159,万家恒瑞18个月定开债A,-0.13%,-0.29%,-0.79%,--,--,-2.28%
003158,国投瑞银瑞达混合,-0.02%,0.10%,1.02%,--,--,1.87%
003163,金鹰添益纯债,0.28%,0.86%,1.43%,--,--,1.61%
003160,万家恒瑞18个月定开债C,-0.17%,-0.40%,-1.00%,--,--,-2.60%
003162,博时富宁纯债债券,0.20%,0.35%,0.49%,--,--,0.65%
003161,南方安泰养老混合,0.88%,1.12%,1.73%,--,--,1.99%
003164,建信现金添利货币B,0.34%,0.96%,1.76%,--,--,2.74%
003166,鹏华弘嘉混合C类,0.62%,0.20%,-0.15%,--,--,-0.41%
003165,鹏华弘嘉混合A类,0.63%,0.25%,-0.02%,--,--,-0.21%
003167,前海开源鼎瑞债券A,1.02%,0.65%,0.95%,--,--,0.98%
003171,信达澳银慧理财货币,0.32%,0.99%,1.68%,--,--,1.90%
003168,前海开源鼎瑞债券C,0.99%,0.56%,0.76%,--,--,0.67%
003170,长盛盛辉混合C,0.54%,0.99%,1.61%,--,--,1.97%
003169,长盛盛辉混合A,0.57%,1.05%,1.72%,--,--,2.11%
003172,鹏华丰安债券,2.84%,2.86%,2.91%,--,--,2.88%
003173,民生加银鑫安纯债C,0.20%,0.40%,0.50%,--,--,0.20%
003175,华泰柏瑞多策略混合,8.37%,4.97%,4.01%,--,--,8.79%
003177,德邦景颐债券C,0.89%,1.25%,1.79%,--,--,1.77%
003176,德邦景颐债券A,0.89%,1.28%,1.87%,--,--,1.91%
003178,广发景盛纯债,0.40%,0.13%,-0.22%,--,--,-1.18%
003180,前海联合添利债券A,0.36%,0.14%,1.43%,--,--,1.55%
003179,山西裕利债券,0.21%,0.48%,0.85%,--,--,1.17%
003184,中证财通可持续发展100指数C,0.00%,--,--,--,--,0.00%
003181,前海联合添利债券C,0.32%,0.03%,1.20%,--,--,1.31%
003183,华富弘鑫混合C,0.94%,1.14%,1.86%,--,--,1.91%
003182,华富弘鑫混合A,0.97%,1.24%,2.06%,--,--,2.12%
003186,鹏华兴安定期开放混合,0.98%,0.22%,-0.42%,--,--,-0.44%
003185,建信货币B,0.31%,0.84%,1.46%,--,--,2.02%
003187,嘉实安益混合,1.19%,1.59%,2.00%,--,--,2.10%
003191,创金合信鑫回报混合C,-0.10%,-1.60%,-1.90%,--,--,-1.80%
003188,博时聚源纯债债券,0.26%,0.88%,--,--,--,1.07%
003189,汇添富保鑫保本混合,0.20%,1.31%,1.73%,0.70%,--,--
003193,创金合信尊智纯债
003190,创金合信鑫回报混合A,-0.20%,-1.59%,-1.88%,--,--,-1.10%
003192,创金合信尊丰纯债,0.28%,0.77%,1.40%,--,--,1.53%
003195,光大保德信永利纯债A,0.33%,1.03%,--,--,--,1.23%
003194,汇添富中证上海国企ETF联接,4.35%,-0.33%,-1.49%,--,--,-2.34%
003196,光大保德信永利纯债C,0.31%,0.93%,--,--,--,1.10%
003197,光大保德信安诚债券A,0.34%,--,--,--,--,0.81%
003198,光大保德信安诚债券C,0.31%,--,--,--,--,0.74%
003200,长盛盛琪一年债券C,0.14%,0.34%,0.20%,--,--,-0.62%
003199,长盛盛琪一年债券A,0.17%,0.43%,0.35%,--,--,-0.41%
003206,博时合鑫货币,0.33%,1.01%,1.92%,--,--,2.39%
003205,财通多策略稳健增长债券C,-0.22%,--,--,--,--,-1.24%
003204,财通收益增强债券C,0.33%,--,--,--,--,-0.15%
003209,鹏华丰达债券,-0.01%,-1.01%,-3.35%,--,--,-4.94%
003208,东兴量化多策略混合,1.64%,-5.16%,-9.48%,--,--,-10.83%
003207,博时富发纯债,0.36%,0.60%,0.96%,--,--,0.95%
003210,博时智臻纯债债券,0.28%,0.63%,1.23%,--,--,1.46%
003212,广发集安债券C,0.30%,0.90%,--,--,--,1.20%
003211,广发集安债券A,0.30%,1.00%,--,--,--,1.40%
003213,中银悦享定期开放债券,0.21%,-0.26%,-0.90%,--,--,-2.63%
003220,浙商惠利纯债债券,0.25%,0.78%,1.50%,--,--,1.78%
003219,前海开源祥和债券C,1.05%,1.11%,2.90%,--,--,2.89%
003214,易方达富惠纯债债券,0.06%,-0.47%,-0.66%,--,--,-1.00%
003216,信诚至鑫灵活配置混合C,1.08%,-0.17%,-0.42%,--,--,-0.20%
003215,信诚至鑫灵活配置混合A,1.09%,-0.14%,-0.37%,--,--,-0.13%
003218,前海开源祥和债券A,1.07%,1.17%,1.84%,--,--,1.85%
003222,新华丰利债券C,1.01%,0.16%,0.68%,--,--,0.94%
003221,新华丰利债券A,1.05%,0.27%,0.89%,--,--,1.20%
003224,鹏华兴润定期开放混合A,0.69%,0.86%,0.55%,--,--,0.39%
003223,广发景丰纯债,0.34%,0.94%,1.72%,--,--,1.84%
003225,鹏华兴润定期开放混合C,0.63%,0.71%,0.25%,--,--,-0.07%
003227,信诚稳健债券C,0.75%,0.38%,0.20%,--,--,-0.69%
003226,信诚稳健债券A,0.77%,0.42%,0.27%,--,--,-0.60%
003228,浦银日日鑫货币A,0.31%,0.93%,1.77%,--,--,1.78%
003229,浦银日日鑫货币B,0.33%,1.00%,1.87%,--,--,1.89%
003230,创金合信鑫动力混合A,7.48%,7.27%,6.73%,--,--,6.30%
003231,创金合信鑫动力混合C,1.72%,1.52%,0.90%,--,--,0.50%
003236,信诚惠盈债券A,0.78%,1.54%,0.52%,--,--,1.95%
003232,创金合信鑫价值混合A,1.11%,1.11%,0.70%,--,--,0.30%
003235,信诚至利混合C,0.78%,0.98%,0.80%,--,--,0.31%
003237,信诚惠盈债券C,0.75%,1.50%,0.45%,--,--,1.86%
003234,信诚至利混合A,0.79%,1.00%,0.85%,--,--,0.38%
003238,新华外延增长主题灵活配置混,0.15%,-2.77%,--,--,--,-2.77%
003233,创金合信鑫价值混合C,1.11%,1.11%,0.70%,--,--,0.20%
003240,博时安祺一年定开债C,-0.10%,-0.41%,-1.63%,--,--,-3.60%
003239,博时安祺一年定开债A,0.00%,-0.31%,-1.33%,--,--,-3.20%
003241,创金合信量化发现混合A,-1.99%,-9.98%,-12.05%,--,--,-10.84%
003245,上投摩根中国世纪美元现汇,--,--,--,--,--,--
003242,创金合信量化发现混合C,-2.06%,-10.18%,-12.44%,--,--,-11.39%
003243,上投摩根中国世纪人民币,9.48%,8.44%,14.19%,--,--,14.30%
003244,上投摩根中国世纪美元现钞,--,--,--,--,--,--
003248,泰达宏利启智灵活配置混合C,1.99%,2.21%,2.12%,--,--,2.59%
003246,华泰柏瑞天添宝货币A,0.36%,1.02%,1.80%,--,--,2.37%
003247,泰达宏利启智灵活配置混合A,2.02%,2.30%,2.28%,--,--,2.75%
003251,融通通尚灵活配置混合C,0.39%,-0.02%,0.76%,--,--,1.00%
003250,融通通尚灵活配置混合A,0.42%,0.03%,0.86%,--,--,1.15%
003252,大成添益交易型货币A,0.32%,0.94%,1.79%,--,--,2.22%
003249,建信恒丰纯债债券,-0.09%,0.42%,1.18%,--,--,1.33%
003254,前海开源鼎裕债券A,0.86%,0.24%,-0.62%,--,--,0.89%
003255,前海开源鼎裕债券C,0.83%,0.17%,-0.79%,--,--,0.63%
003257,信诚至益混合C,0.80%,1.01%,0.16%,--,--,-1.14%
003259,博时聚利纯债债券,0.18%,0.55%,0.81%,--,--,0.60%
003253,大成添益交易型货币B,0.34%,1.00%,1.91%,--,--,2.39%
003256,信诚至益混合A,0.79%,1.03%,0.21%,--,--,-1.07%
003264,新华活期添利货币B,0.33%,1.06%,1.91%,--,--,2.75%
003260,博时利发纯债,0.03%,-0.12%,-1.67%,--,--,-2.55%
003262,安信沪深300增强发起式C,6.24%,-0.13%,-1.32%,--,--,3.68%
003258,博时富祥纯债债券,0.12%,0.08%,-0.01%,--,--,-0.53%
003266,招商招坤纯债C,0.19%,-0.46%,-0.45%,--,--,-0.86%
003261,安信沪深300增强发起式A,6.27%,-0.23%,-1.31%,--,--,3.70%
003265,招商招坤纯债A,0.23%,-0.34%,-0.23%,--,--,-0.58%
003268,博时悦楚纯债,0.30%,0.14%,-0.29%,--,--,-1.66%
003267,新华壹诺宝货币B,0.33%,1.00%,1.96%,--,--,2.32%
003270,招商招乾纯债C,0.09%,0.12%,0.43%,--,--,15.70%
003269,招商招乾纯债A,0.13%,0.21%,0.61%,--,--,19.70%
003271,国联安鑫瑞混合A,0.12%,0.22%,0.45%,--,--,0.14%
003274,安信永丰定开债券C,-0.20%,-0.69%,-1.68%,--,--,-2.08%
003273,安信永丰定开债券A,-0.18%,-0.63%,-1.56%,--,--,-1.93%
003272,国联安鑫瑞混合C,0.07%,0.10%,0.20%,--,--,-0.24%
003275,国联安鑫盈混合A,1.48%,1.99%,1.65%,--,--,1.62%
003277,信诚稳瑞债券A,0.21%,0.30%,0.55%,--,--,0.39%
003278,信诚稳瑞债券C,0.20%,0.27%,0.51%,--,--,0.32%
003276,国联安鑫盈混合C,1.43%,1.86%,1.41%,--,--,1.29%
003281,广发活期宝货币B,0.38%,1.12%,2.05%,--,--,2.76%
003279,融通沪港深智慧生活灵活配置混合,0.58%,-1.02%,0.25%,--,--,0.37%
003283,信诚至裕灵活配置混合C,1.40%,1.83%,1.63%,--,--,0.40%
003282,信诚至裕灵活配置混合A,1.41%,1.84%,1.68%,--,--,0.54%
003285,国寿安保安康纯债债券,0.32%,0.46%,1.08%,--,--,1.34%
003286,平安大华惠享纯债,0.42%,-0.05%,0.12%,--,--,0.04%
003287,信诚稳益债券A,0.36%,-0.01%,-0.88%,--,--,-2.14%
003280,鹏华丰恒债券,-0.07%,-0.05%,0.19%,--,--,0.14%
003284,中邮医药健康混合,2.42%,-0.47%,--,--,--,0.13%
003288,信诚稳益债券C,0.35%,-0.04%,-0.93%,--,--,-2.22%
003289,创金合信尊泰纯债债券,0.24%,0.11%,-0.01%,--,--,-0.82%
003291,信达澳银健康中国混合
003293,易方达科瑞混合,4.06%,-0.31%,--,--,--,-0.31%
003295,南方安裕养老混合,0.86%,1.20%,1.80%,--,--,1.89%
003290,长城久稳债券,0.33%,0.30%,0.84%,--,--,1.02%
003292,嘉实优势成长混合,-1.74%,-7.65%,-9.77%,--,--,-9.50%
003299,嘉实物流产业股票C,1.31%,-0.79%,--,--,--,0.20%
003298,嘉实物流产业股票A,1.41%,-0.59%,--,--,--,0.50%
003300,华夏圆和混合,3.13%,4.72%,--,--,--,6.23%
003304,前海开源沪港深核心资源混合,0.89%,0.59%,0.99%,--,--,2.00%
003301,华夏鼎融债券A,0.41%,-0.15%,-0.33%,--,--,-0.28%
003302,华夏鼎融债券C,0.37%,-0.26%,-0.54%,--,--,-0.52%
003305,前海开源沪港深核心资源混合C,0.89%,0.49%,0.89%,--,--,1.90%
003306,民生加银鑫益债券A,0.24%,0.85%,--,--,--,0.85%
003308,中信建投睿利,0.84%,0.32%,0.92%,--,--,0.93%
003307,民生加银鑫益债券C,0.22%,0.78%,--,--,--,0.78%
003309,兴业启元一年定开债A,-0.16%,-0.18%,-0.03%,--,--,0.04%
003311,大摩睿成大盘弹性股票,3.48%,--,--,--,--,3.57%
003316,中银证券现金管家货币A,0.31%,0.91%,1.73%,--,--,1.73%
003310,兴业启元一年定开债C,-0.20%,-0.30%,-0.23%,--,--,-0.21%
003313,中银睿享债券,0.25%,0.57%,0.77%,--,--,0.46%
003312,大摩睿成中小盘弹性股票,-0.28%,-7.38%,--,--,--,-7.84%
003314,浙商惠南纯债债券,0.27%,0.84%,1.55%,--,--,1.63%
003315,景顺长城景瑞双利定开债,0.48%,0.65%,--,--,--,0.97%
003317,中银证券现金管家货币B,0.33%,0.97%,1.85%,--,--,1.85%
003320,建信瑞丰添利混合C,0.20%,0.36%,1.12%,--,--,1.46%
003322,易方达原油A类美元汇,-2.93%,-10.50%,--,--,--,-12.85%
003321,易方达原油C类人民币,-4.34%,-11.97%,--,--,--,-14.46%
003319,建信瑞丰添利混合A,0.22%,0.46%,1.32%,--,--,1.68%
003318,景顺中证500行业中性低波动,2.21%,-2.20%,--,--,--,-2.20%
003323,易方达原油C类美元汇,-2.93%,-10.58%,--,--,--,-12.99%
003326,招商睿诚定开混合,2.28%,--,--,--,--,2.29%
003325,东方永兴18个月定开债C,-0.22%,-0.26%,-0.16%,--,--,-0.15%
003324,东方永兴18个月定开债A,-0.19%,-0.16%,0.04%,--,--,0.09%
003328,万家鑫璟纯债C,0.32%,0.86%,1.46%,--,--,1.71%
003327,万家鑫璟纯债A,0.39%,0.96%,1.62%,--,--,1.91%
003329,万家鑫安纯债债券A,0.26%,0.73%,1.39%,--,--,1.52%
003332,南方荣发混合,1.10%,0.60%,0.90%,--,--,1.00%
003330,万家鑫安纯债债券C,0.26%,0.69%,1.28%,--,--,1.37%
003333,泰信智选成长混合,-0.84%,-2.47%,--,--,--,-1.62%
003331,博时乐臻定开混合,1.18%,0.47%,-3.33%,--,--,-5.14%
003334,中融融信双盈A,-0.94%,-4.86%,-5.92%,--,--,-7.29%
003335,中融融信双盈C,-0.97%,-4.96%,-6.11%,--,--,-7.52%
003337,南方颐元债券发起式A,-0.14%,-0.38%,-0.84%,--,--,-1.26%
003338,南方颐元债券发起式C,-0.14%,-0.38%,-0.84%,--,--,-1.26%
003336,长江收益增强债券,0.18%,0.07%,-0.70%,--,--,-1.52%
003340,华安睿享定开混合C,-2.64%,-3.90%,-4.23%,--,--,-4.57%
003342,工银国债纯债债券A,0.41%,-1.06%,--,--,--,-0.48%
003339,华安睿享定开混合A,-2.60%,-3.80%,-4.02%,--,--,-4.31%
003344,鹏华弘惠灵活配置混合C,4.32%,3.11%,2.09%,--,--,1.03%
003345,安信新成长混合A,1.01%,1.61%,2.37%,--,--,2.57%
003341,工银瑞盈18个月定开债,0.25%,0.28%,0.58%,--,--,0.45%
003343,鹏华弘惠灵活配置混合A,4.34%,3.21%,2.29%,--,--,1.27%
003346,安信新成长混合C,1.00%,1.57%,2.23%,--,--,2.43%
003349,长信稳益纯债,-0.34%,-0.14%,0.07%,--,--,0.13%
003350,广发鑫盛18个月定开混合,-0.42%,-0.52%,-0.10%,--,--,-0.05%
003352,招商稳荣定开混合C,-1.29%,-4.90%,-4.98%,--,--,-4.78%
003351,招商稳荣定开混合A,-1.23%,-4.78%,-4.74%,--,--,-4.48%
003355,招商稳祥定开灵活混合A,0.48%,1.51%,1.64%,--,--,2.26%
003354,信诚至优灵活配置混合C,1.92%,1.61%,1.58%,--,--,1.19%
003356,招商稳祥定开灵活混合C,0.41%,1.31%,1.29%,--,--,1.79%
003353,信诚至优灵活配置混合A,1.94%,1.63%,1.83%,--,--,1.46%
003359,大成360互联网+大数据1,-2.31%,-11.50%,--,--,--,-2.31%
003361,前海开源瑞和债券C,19.92%,--,--,--,--,20.40%
003362,国联安睿利定开混合,0.76%,0.62%,1.13%,--,--,1.25%
003364,长江乐享货币B,0.31%,0.94%,1.77%,--,--,2.00%
